epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
372,293.608,0.49945,0.61049,0.8802,0.92292,0.92763,0.97859,0.8633,0.51675,0.57794,0.86445,0.000600926,0.000600926,0.000600926
373,294.463,0.54017,0.65919,0.90955,0.92292,0.92763,0.97859,0.8633,0.51675,0.57794,0.86445,0.000599551,0.000599551,0.000599551
374,295.317,0.63492,0.63381,0.91234,0.92292,0.92763,0.97859,0.8633,0.51675,0.57794,0.86445,0.000598176,0.000598176,0.000598176
375,296.175,0.61793,0.69696,0.96452,0.92292,0.92763,0.97859,0.8633,0.51675,0.57794,0.86445,0.000596801,0.000596801,0.000596801
376,297.023,0.64137,0.71287,0.93585,0.89689,0.95511,0.97705,0.86419,0.51999,0.57219,0.86499,0.000595427,0.000595427,0.000595427
377,297.855,0.55156,0.62977,0.89743,0.89689,0.95511,0.97705,0.86419,0.51999,0.57219,0.86499,0.000594052,0.000594052,0.000594052
378,298.707,0.53214,0.62925,0.90996,0.89689,0.95511,0.97705,0.86419,0.51999,0.57219,0.86499,0.000592677,0.000592677,0.000592677
379,299.548,0.46078,0.57794,0.88213,0.89689,0.95511,0.97705,0.86419,0.51999,0.57219,0.86499,0.000591302,0.000591302,0.000591302
380,300.399,0.4973,0.62096,0.90584,0.89886,0.95366,0.97833,0.86226,0.51112,0.55956,0.86284,0.000589927,0.000589927,0.000589927
381,301.24,0.62573,0.64409,0.91656,0.89886,0.95366,0.97833,0.86226,0.51112,0.55956,0.86284,0.000588552,0.000588552,0.000588552
382,302.057,0.61826,0.65741,0.94014,0.89886,0.95366,0.97833,0.86226,0.51112,0.55956,0.86284,0.000587177,0.000587177,0.000587177
383,302.888,0.58047,0.61935,0.89154,0.89886,0.95366,0.97833,0.86226,0.51112,0.55956,0.86284,0.000585803,0.000585803,0.000585803
384,303.729,0.63841,0.5994,0.9166,0.89483,0.93951,0.97488,0.86612,0.50752,0.56058,0.86398,0.000584428,0.000584428,0.000584428
385,304.605,0.66738,0.62386,0.92406,0.89483,0.93951,0.97488,0.86612,0.50752,0.56058,0.86398,0.000583053,0.000583053,0.000583053
386,305.45,0.54611,0.59414,0.89127,0.89483,0.93951,0.97488,0.86612,0.50752,0.56058,0.86398,0.000581678,0.000581678,0.000581678
387,306.317,0.54844,0.60779,0.87807,0.89483,0.93951,0.97488,0.86612,0.50752,0.56058,0.86398,0.000580303,0.000580303,0.000580303
388,307.216,0.57302,0.60719,0.89421,0.90614,0.92334,0.9744,0.87268,0.49306,0.55931,0.86188,0.000578928,0.000578928,0.000578928
389,308.108,0.63482,0.62449,0.89175,0.90614,0.92334,0.9744,0.87268,0.49306,0.55931,0.86188,0.000577553,0.000577553,0.000577553
390,308.954,0.57822,0.62083,0.90749,0.90614,0.92334,0.9744,0.87268,0.49306,0.55931,0.86188,0.000576178,0.000576178,0.000576178
391,309.839,0.50825,0.56701,0.89722,0.90614,0.92334,0.9744,0.87268,0.49306,0.55931,0.86188,0.000574804,0.000574804,0.000574804
392,310.718,0.5474,0.60172,0.88408,0.90617,0.92308,0.97798,0.87199,0.48798,0.5563,0.86,0.000573429,0.000573429,0.000573429
393,311.559,0.51837,0.58889,0.86614,0.90617,0.92308,0.97798,0.87199,0.48798,0.5563,0.86,0.000572054,0.000572054,0.000572054
394,312.416,0.58548,0.62589,0.8968,0.90617,0.92308,0.97798,0.87199,0.48798,0.5563,0.86,0.000570679,0.000570679,0.000570679
395,313.244,0.56347,0.64116,0.91191,0.90617,0.92308,0.97798,0.87199,0.48798,0.5563,0.86,0.000569304,0.000569304,0.000569304
396,314.094,0.52922,0.60263,0.92279,0.90123,0.93526,0.9766,0.86256,0.49353,0.5566,0.85947,0.000567929,0.000567929,0.000567929
397,314.931,0.55262,0.6194,0.87605,0.90123,0.93526,0.9766,0.86256,0.49353,0.5566,0.85947,0.000566554,0.000566554,0.000566554
398,315.686,0.56881,0.64832,0.90038,0.90123,0.93526,0.9766,0.86256,0.49353,0.5566,0.85947,0.00056518,0.00056518,0.00056518
399,316.425,0.46189,0.57603,0.92197,0.90123,0.93526,0.9766,0.86256,0.49353,0.5566,0.85947,0.000563805,0.000563805,0.000563805
400,317.197,0.52699,0.59501,0.89191,0.89728,0.94562,0.97687,0.87051,0.49138,0.55508,0.85881,0.00056243,0.00056243,0.00056243
401,317.964,0.49109,0.57966,0.91891,0.89728,0.94562,0.97687,0.87051,0.49138,0.55508,0.85881,0.000561055,0.000561055,0.000561055
402,318.729,0.51831,0.59838,0.86542,0.89728,0.94562,0.97687,0.87051,0.49138,0.55508,0.85881,0.00055968,0.00055968,0.00055968
403,319.497,0.48271,0.57495,0.88848,0.89728,0.94562,0.97687,0.87051,0.49138,0.55508,0.85881,0.000558305,0.000558305,0.000558305
404,320.276,0.53124,0.56884,0.85961,0.90359,0.94039,0.97364,0.87156,0.47428,0.55583,0.85471,0.00055693,0.00055693,0.00055693
405,321.021,0.5625,0.57937,0.89623,0.90359,0.94039,0.97364,0.87156,0.47428,0.55583,0.85471,0.000555556,0.000555556,0.000555556
406,321.775,0.47812,0.57688,0.87805,0.90359,0.94039,0.97364,0.87156,0.47428,0.55583,0.85471,0.000554181,0.000554181,0.000554181
407,322.55,0.60861,0.64414,0.87481,0.90359,0.94039,0.97364,0.87156,0.47428,0.55583,0.85471,0.000552806,0.000552806,0.000552806
408,323.305,0.49818,0.566,0.88244,0.91047,0.94717,0.97923,0.87281,0.4796,0.55583,0.85378,0.000551431,0.000551431,0.000551431
409,324.059,0.60082,0.6224,0.93216,0.91047,0.94717,0.97923,0.87281,0.4796,0.55583,0.85378,0.000550056,0.000550056,0.000550056
410,324.823,0.56918,0.65589,0.91858,0.91047,0.94717,0.97923,0.87281,0.4796,0.55583,0.85378,0.000548681,0.000548681,0.000548681
411,325.586,0.5042,0.548,0.85403,0.91047,0.94717,0.97923,0.87281,0.4796,0.55583,0.85378,0.000547306,0.000547306,0.000547306
412,326.381,0.54205,0.6427,0.87825,0.90554,0.95616,0.97867,0.86318,0.49637,0.56158,0.85732,0.000545932,0.000545932,0.000545932
413,327.136,0.57327,0.65695,0.9012,0.90554,0.95616,0.97867,0.86318,0.49637,0.56158,0.85732,0.000544557,0.000544557,0.000544557
414,327.899,0.55154,0.61415,0.88621,0.90554,0.95616,0.97867,0.86318,0.49637,0.56158,0.85732,0.000543182,0.000543182,0.000543182
415,328.644,0.58371,0.58266,0.90945,0.90554,0.95616,0.97867,0.86318,0.49637,0.56158,0.85732,0.000541807,0.000541807,0.000541807
416,329.418,0.55666,0.57333,0.90647,0.91819,0.92896,0.9824,0.86769,0.48414,0.56111,0.85805,0.000540432,0.000540432,0.000540432
417,330.179,0.53297,0.57633,0.89671,0.91819,0.92896,0.9824,0.86769,0.48414,0.56111,0.85805,0.000539057,0.000539057,0.000539057
418,330.919,0.55096,0.62363,0.89172,0.91819,0.92896,0.9824,0.86769,0.48414,0.56111,0.85805,0.000537682,0.000537682,0.000537682
419,331.696,0.59288,0.64015,0.90309,0.91819,0.92896,0.9824,0.86769,0.48414,0.56111,0.85805,0.000536307,0.000536307,0.000536307
420,332.451,0.51515,0.6006,0.88425,0.91531,0.92723,0.98233,0.87444,0.47002,0.55192,0.85683,0.000534933,0.000534933,0.000534933
421,333.235,0.63038,0.64247,0.91627,0.91531,0.92723,0.98233,0.87444,0.47002,0.55192,0.85683,0.000533558,0.000533558,0.000533558
422,334.005,0.49993,0.55306,0.87929,0.91531,0.92723,0.98233,0.87444,0.47002,0.55192,0.85683,0.000532183,0.000532183,0.000532183
423,334.792,0.47322,0.59026,0.8951,0.91531,0.92723,0.98233,0.87444,0.47002,0.55192,0.85683,0.000530808,0.000530808,0.000530808
424,335.578,0.49088,0.598,0.90346,0.91705,0.93373,0.98132,0.87009,0.47935,0.54337,0.86083,0.000529433,0.000529433,0.000529433
425,336.338,0.54285,0.61263,0.86735,0.91705,0.93373,0.98132,0.87009,0.47935,0.54337,0.86083,0.000528058,0.000528058,0.000528058
426,337.135,0.56537,0.55665,0.88499,0.91705,0.93373,0.98132,0.87009,0.47935,0.54337,0.86083,0.000526683,0.000526683,0.000526683
427,337.912,0.47698,0.57927,0.87296,0.91705,0.93373,0.98132,0.87009,0.47935,0.54337,0.86083,0.000525309,0.000525309,0.000525309
428,338.693,0.58518,0.55761,0.88544,0.89926,0.95003,0.97891,0.86943,0.47465,0.5447,0.85872,0.000523934,0.000523934,0.000523934
429,339.447,0.46846,0.56925,0.93217,0.89926,0.95003,0.97891,0.86943,0.47465,0.5447,0.85872,0.000522559,0.000522559,0.000522559
430,340.188,0.54528,0.57366,0.88317,0.89926,0.95003,0.97891,0.86943,0.47465,0.5447,0.85872,0.000521184,0.000521184,0.000521184
431,340.968,0.47224,0.54084,0.85918,0.89926,0.95003,0.97891,0.86943,0.47465,0.5447,0.85872,0.000519809,0.000519809,0.000519809
432,341.736,0.46042,0.57848,0.89322,0.90954,0.93512,0.98249,0.86969,0.47444,0.54002,0.85833,0.000518434,0.000518434,0.000518434
433,342.519,0.61163,0.65102,0.90337,0.90954,0.93512,0.98249,0.86969,0.47444,0.54002,0.85833,0.000517059,0.000517059,0.000517059
434,343.296,0.51793,0.60437,0.89311,0.90954,0.93512,0.98249,0.86969,0.47444,0.54002,0.85833,0.000515685,0.000515685,0.000515685
435,344.061,0.50587,0.60536,0.91304,0.90954,0.93512,0.98249,0.86969,0.47444,0.54002,0.85833,0.00051431,0.00051431,0.00051431
436,344.831,0.50974,0.60215,0.91879,0.90882,0.93412,0.98137,0.86816,0.47762,0.53633,0.85833,0.000512935,0.000512935,0.000512935
437,345.604,0.46986,0.59201,0.89921,0.90882,0.93412,0.98137,0.86816,0.47762,0.53633,0.85833,0.00051156,0.00051156,0.00051156
438,346.366,0.47614,0.52254,0.85116,0.90882,0.93412,0.98137,0.86816,0.47762,0.53633,0.85833,0.000510185,0.000510185,0.000510185
439,347.116,0.49541,0.57549,0.90668,0.90882,0.93412,0.98137,0.86816,0.47762,0.53633,0.85833,0.00050881,0.00050881,0.00050881
440,347.911,0.59623,0.59326,0.87272,0.9061,0.94041,0.98172,0.87408,0.4652,0.5371,0.85203,0.000507435,0.000507435,0.000507435
441,348.666,0.54377,0.60264,0.89654,0.9061,0.94041,0.98172,0.87408,0.4652,0.5371,0.85203,0.00050606,0.00050606,0.00050606
442,349.421,0.51962,0.59056,0.89069,0.9061,0.94041,0.98172,0.87408,0.4652,0.5371,0.85203,0.000504686,0.000504686,0.000504686
443,350.189,0.5358,0.587,0.90707,0.9061,0.94041,0.98172,0.87408,0.4652,0.5371,0.85203,0.000503311,0.000503311,0.000503311
444,350.96,0.48486,0.62686,0.90156,0.90706,0.93542,0.98169,0.87324,0.47295,0.53886,0.85227,0.000501936,0.000501936,0.000501936
445,351.716,0.5948,0.62087,0.88657,0.90706,0.93542,0.98169,0.87324,0.47295,0.53886,0.85227,0.000500561,0.000500561,0.000500561
446,352.601,0.52813,0.53955,0.87406,0.90706,0.93542,0.98169,0.87324,0.47295,0.53886,0.85227,0.000499186,0.000499186,0.000499186
447,353.369,0.5504,0.55749,0.88856,0.90706,0.93542,0.98169,0.87324,0.47295,0.53886,0.85227,0.000497811,0.000497811,0.000497811
448,354.159,0.54619,0.56881,0.89326,0.91748,0.9219,0.97719,0.88267,0.45955,0.54141,0.84956,0.000496436,0.000496436,0.000496436
449,354.963,0.63409,0.58261,0.92742,0.91748,0.9219,0.97719,0.88267,0.45955,0.54141,0.84956,0.000495062,0.000495062,0.000495062
450,355.744,0.51419,0.54336,0.86684,0.91748,0.9219,0.97719,0.88267,0.45955,0.54141,0.84956,0.000493687,0.000493687,0.000493687
451,356.529,0.49158,0.56562,0.88927,0.91748,0.9219,0.97719,0.88267,0.45955,0.54141,0.84956,0.000492312,0.000492312,0.000492312
452,357.329,0.49408,0.56123,0.89878,0.90277,0.94494,0.97743,0.88308,0.4514,0.54512,0.84939,0.000490937,0.000490937,0.000490937
453,358.11,0.48042,0.62733,0.91642,0.90277,0.94494,0.97743,0.88308,0.4514,0.54512,0.84939,0.000489562,0.000489562,0.000489562
454,358.882,0.44223,0.52709,0.87192,0.90277,0.94494,0.97743,0.88308,0.4514,0.54512,0.84939,0.000488187,0.000488187,0.000488187
455,359.652,0.52339,0.52782,0.87363,0.90277,0.94494,0.97743,0.88308,0.4514,0.54512,0.84939,0.000486812,0.000486812,0.000486812
456,360.453,0.51999,0.56004,0.89612,0.92164,0.93086,0.97584,0.87848,0.46003,0.54313,0.85122,0.000485438,0.000485438,0.000485438
457,361.226,0.56313,0.56153,0.8656,0.92164,0.93086,0.97584,0.87848,0.46003,0.54313,0.85122,0.000484063,0.000484063,0.000484063
458,362.001,0.50583,0.5684,0.8952,0.92164,0.93086,0.97584,0.87848,0.46003,0.54313,0.85122,0.000482688,0.000482688,0.000482688
459,362.749,0.5884,0.60539,0.90894,0.92164,0.93086,0.97584,0.87848,0.46003,0.54313,0.85122,0.000481313,0.000481313,0.000481313
460,363.556,0.53645,0.55888,0.89925,0.92475,0.8938,0.97386,0.87479,0.45769,0.53518,0.85335,0.000479938,0.000479938,0.000479938
461,364.323,0.49335,0.58475,0.86728,0.92475,0.8938,0.97386,0.87479,0.45769,0.53518,0.85335,0.000478563,0.000478563,0.000478563
462,365.104,0.56554,0.61763,0.90875,0.92475,0.8938,0.97386,0.87479,0.45769,0.53518,0.85335,0.000477188,0.000477188,0.000477188
463,365.881,0.51578,0.58198,0.88032,0.92475,0.8938,0.97386,0.87479,0.45769,0.53518,0.85335,0.000475814,0.000475814,0.000475814
464,366.647,0.57458,0.62084,0.91221,0.92108,0.94037,0.97933,0.87509,0.46556,0.5272,0.85753,0.000474439,0.000474439,0.000474439
465,367.58,0.64435,0.59995,0.90361,0.92108,0.94037,0.97933,0.87509,0.46556,0.5272,0.85753,0.000473064,0.000473064,0.000473064
466,368.356,0.53804,0.5612,0.89664,0.92108,0.94037,0.97933,0.87509,0.46556,0.5272,0.85753,0.000471689,0.000471689,0.000471689
467,369.127,0.6047,0.55705,0.94478,0.92108,0.94037,0.97933,0.87509,0.46556,0.5272,0.85753,0.000470314,0.000470314,0.000470314
468,369.902,0.53302,0.57897,0.90844,0.96295,0.90398,0.9812,0.88018,0.46206,0.52038,0.85393,0.000468939,0.000468939,0.000468939
469,370.685,0.52973,0.54761,0.8466,0.96295,0.90398,0.9812,0.88018,0.46206,0.52038,0.85393,0.000467564,0.000467564,0.000467564
470,371.485,0.5106,0.56297,0.89024,0.96295,0.90398,0.9812,0.88018,0.46206,0.52038,0.85393,0.000466189,0.000466189,0.000466189
471,372.27,0.60154,0.61075,0.90777,0.96295,0.90398,0.9812,0.88018,0.46206,0.52038,0.85393,0.000464815,0.000464815,0.000464815
472,373.072,0.51782,0.54488,0.86461,0.90525,0.9478,0.97923,0.88367,0.44226,0.52093,0.84886,0.00046344,0.00046344,0.00046344
473,373.878,0.57006,0.57746,0.92,0.90525,0.9478,0.97923,0.88367,0.44226,0.52093,0.84886,0.000462065,0.000462065,0.000462065
474,374.684,0.53081,0.54592,0.90913,0.90525,0.9478,0.97923,0.88367,0.44226,0.52093,0.84886,0.00046069,0.00046069,0.00046069
475,375.482,0.55222,0.56449,0.86869,0.90525,0.9478,0.97923,0.88367,0.44226,0.52093,0.84886,0.000459315,0.000459315,0.000459315
476,376.313,0.495,0.54785,0.8664,0.91051,0.94806,0.98056,0.88477,0.44072,0.52517,0.84809,0.00045794,0.00045794,0.00045794
477,377.086,0.51201,0.56787,0.92506,0.91051,0.94806,0.98056,0.88477,0.44072,0.52517,0.84809,0.000456565,0.000456565,0.000456565
478,377.873,0.48686,0.57772,0.89825,0.91051,0.94806,0.98056,0.88477,0.44072,0.52517,0.84809,0.000455191,0.000455191,0.000455191
479,378.652,0.56723,0.57936,0.87543,0.91051,0.94806,0.98056,0.88477,0.44072,0.52517,0.84809,0.000453816,0.000453816,0.000453816
480,379.469,0.55828,0.53517,0.84589,0.91208,0.94169,0.9747,0.87992,0.45132,0.52685,0.84783,0.000452441,0.000452441,0.000452441
481,380.248,0.57442,0.60503,0.86001,0.91208,0.94169,0.9747,0.87992,0.45132,0.52685,0.84783,0.000451066,0.000451066,0.000451066
482,381.031,0.53082,0.54073,0.92112,0.91208,0.94169,0.9747,0.87992,0.45132,0.52685,0.84783,0.000449691,0.000449691,0.000449691
483,381.798,0.49808,0.58756,0.87713,0.91208,0.94169,0.9747,0.87992,0.45132,0.52685,0.84783,0.000448316,0.000448316,0.000448316
484,382.601,0.62557,0.61219,0.86239,0.91138,0.93923,0.97432,0.88384,0.4575,0.52458,0.8484,0.000446941,0.000446941,0.000446941
485,383.377,0.53951,0.58437,0.87209,0.91138,0.93923,0.97432,0.88384,0.4575,0.52458,0.8484,0.000445567,0.000445567,0.000445567
486,384.17,0.49179,0.57736,0.87779,0.91138,0.93923,0.97432,0.88384,0.4575,0.52458,0.8484,0.000444192,0.000444192,0.000444192
487,384.928,0.50732,0.53221,0.87402,0.91138,0.93923,0.97432,0.88384,0.4575,0.52458,0.8484,0.000442817,0.000442817,0.000442817
488,385.704,0.43933,0.52234,0.85713,0.91648,0.94142,0.9823,0.88648,0.44788,0.52543,0.84745,0.000441442,0.000441442,0.000441442
489,386.479,0.47156,0.58022,0.87014,0.91648,0.94142,0.9823,0.88648,0.44788,0.52543,0.84745,0.000440067,0.000440067,0.000440067
490,387.274,0.4538,0.52489,0.8716,0.91648,0.94142,0.9823,0.88648,0.44788,0.52543,0.84745,0.000438692,0.000438692,0.000438692
491,388.05,0.4684,0.53119,0.87357,0.91648,0.94142,0.9823,0.88648,0.44788,0.52543,0.84745,0.000437317,0.000437317,0.000437317
492,388.856,0.52743,0.55876,0.87104,0.92181,0.93087,0.97989,0.88238,0.45355,0.52819,0.8474,0.000435943,0.000435943,0.000435943
493,389.602,0.536,0.57133,0.88679,0.92181,0.93087,0.97989,0.88238,0.45355,0.52819,0.8474,0.000434568,0.000434568,0.000434568
494,390.358,0.54377,0.63411,0.89941,0.92181,0.93087,0.97989,0.88238,0.45355,0.52819,0.8474,0.000433193,0.000433193,0.000433193
495,391.123,0.48186,0.56911,0.87459,0.92181,0.93087,0.97989,0.88238,0.45355,0.52819,0.8474,0.000431818,0.000431818,0.000431818
496,391.898,0.50229,0.58341,0.90783,0.91233,0.94141,0.98263,0.88521,0.45092,0.52687,0.84727,0.000430443,0.000430443,0.000430443
497,392.672,0.55759,0.5711,0.87602,0.91233,0.94141,0.98263,0.88521,0.45092,0.52687,0.84727,0.000429068,0.000429068,0.000429068
498,393.429,0.54438,0.54579,0.87866,0.91233,0.94141,0.98263,0.88521,0.45092,0.52687,0.84727,0.000427693,0.000427693,0.000427693
499,394.19,0.41534,0.5075,0.85991,0.91233,0.94141,0.98263,0.88521,0.45092,0.52687,0.84727,0.000426318,0.000426318,0.000426318
500,394.985,0.46179,0.55108,0.8483,0.92018,0.93863,0.98158,0.88382,0.44814,0.52473,0.84567,0.000424944,0.000424944,0.000424944
501,395.746,0.48516,0.54134,0.87506,0.92018,0.93863,0.98158,0.88382,0.44814,0.52473,0.84567,0.000423569,0.000423569,0.000423569
502,396.525,0.51102,0.52208,0.88565,0.92018,0.93863,0.98158,0.88382,0.44814,0.52473,0.84567,0.000422194,0.000422194,0.000422194
503,397.297,0.57405,0.58398,0.92647,0.92018,0.93863,0.98158,0.88382,0.44814,0.52473,0.84567,0.000420819,0.000420819,0.000420819
504,398.072,0.51855,0.54022,0.87217,0.91184,0.94048,0.97765,0.88242,0.44548,0.51731,0.8456,0.000419444,0.000419444,0.000419444
505,398.825,0.46786,0.59482,0.86928,0.91184,0.94048,0.97765,0.88242,0.44548,0.51731,0.8456,0.000418069,0.000418069,0.000418069
506,399.593,0.51243,0.57122,0.90703,0.91184,0.94048,0.97765,0.88242,0.44548,0.51731,0.8456,0.000416694,0.000416694,0.000416694
507,400.367,0.4499,0.52122,0.8756,0.91184,0.94048,0.97765,0.88242,0.44548,0.51731,0.8456,0.00041532,0.00041532,0.00041532
508,401.129,0.58542,0.58219,0.92243,0.90375,0.95659,0.97788,0.88114,0.44116,0.50513,0.8451,0.000413945,0.000413945,0.000413945
509,401.882,0.49967,0.53191,0.88592,0.90375,0.95659,0.97788,0.88114,0.44116,0.50513,0.8451,0.00041257,0.00041257,0.00041257
510,402.65,0.52431,0.55005,0.8897,0.90375,0.95659,0.97788,0.88114,0.44116,0.50513,0.8451,0.000411195,0.000411195,0.000411195
511,403.408,0.50631,0.5634,0.88912,0.90375,0.95659,0.97788,0.88114,0.44116,0.50513,0.8451,0.00040982,0.00040982,0.00040982
512,404.219,0.58161,0.5961,0.8851,0.91913,0.94426,0.97659,0.88245,0.44349,0.49949,0.8476,0.000408445,0.000408445,0.000408445
513,404.989,0.55537,0.58492,0.88534,0.91913,0.94426,0.97659,0.88245,0.44349,0.49949,0.8476,0.00040707,0.00040707,0.00040707
514,405.742,0.45623,0.52214,0.87521,0.91913,0.94426,0.97659,0.88245,0.44349,0.49949,0.8476,0.000405696,0.000405696,0.000405696
515,406.534,0.4812,0.55036,0.86546,0.91913,0.94426,0.97659,0.88245,0.44349,0.49949,0.8476,0.000404321,0.000404321,0.000404321
516,407.304,0.4807,0.55247,0.88634,0.90212,0.96376,0.97824,0.88749,0.44004,0.49239,0.84674,0.000402946,0.000402946,0.000402946
517,408.08,0.5468,0.60821,0.87989,0.90212,0.96376,0.97824,0.88749,0.44004,0.49239,0.84674,0.000401571,0.000401571,0.000401571
518,408.853,0.51644,0.55188,0.86513,0.90212,0.96376,0.97824,0.88749,0.44004,0.49239,0.84674,0.000400196,0.000400196,0.000400196
519,409.644,0.50512,0.60079,0.86822,0.90212,0.96376,0.97824,0.88749,0.44004,0.49239,0.84674,0.000398821,0.000398821,0.000398821
520,410.434,0.51431,0.55727,0.87999,0.90099,0.96865,0.98185,0.89101,0.43729,0.49137,0.84436,0.000397446,0.000397446,0.000397446
521,411.204,0.53272,0.55269,0.87523,0.90099,0.96865,0.98185,0.89101,0.43729,0.49137,0.84436,0.000396071,0.000396071,0.000396071
522,411.983,0.45295,0.51904,0.87236,0.90099,0.96865,0.98185,0.89101,0.43729,0.49137,0.84436,0.000394697,0.000394697,0.000394697
523,412.771,0.52794,0.5747,0.87296,0.90099,0.96865,0.98185,0.89101,0.43729,0.49137,0.84436,0.000393322,0.000393322,0.000393322
524,413.56,0.49359,0.58084,0.90836,0.90276,0.96451,0.97827,0.89329,0.42561,0.49661,0.8414,0.000391947,0.000391947,0.000391947
525,414.331,0.48184,0.56956,0.89554,0.90276,0.96451,0.97827,0.89329,0.42561,0.49661,0.8414,0.000390572,0.000390572,0.000390572
526,415.123,0.49393,0.57587,0.88118,0.90276,0.96451,0.97827,0.89329,0.42561,0.49661,0.8414,0.000389197,0.000389197,0.000389197
527,415.873,0.51843,0.56288,0.91664,0.90276,0.96451,0.97827,0.89329,0.42561,0.49661,0.8414,0.000387822,0.000387822,0.000387822
528,416.642,0.47701,0.54538,0.8738,0.90889,0.95617,0.98102,0.89142,0.42928,0.50811,0.84152,0.000386447,0.000386447,0.000386447
529,417.396,0.44419,0.53565,0.87526,0.90889,0.95617,0.98102,0.89142,0.42928,0.50811,0.84152,0.000385073,0.000385073,0.000385073
530,418.171,0.55645,0.54491,0.85776,0.90889,0.95617,0.98102,0.89142,0.42928,0.50811,0.84152,0.000383698,0.000383698,0.000383698
531,418.951,0.53828,0.53899,0.86464,0.90889,0.95617,0.98102,0.89142,0.42928,0.50811,0.84152,0.000382323,0.000382323,0.000382323
532,419.743,0.43275,0.54371,0.87541,0.91846,0.94921,0.98124,0.89003,0.43187,0.51304,0.84074,0.000380948,0.000380948,0.000380948
533,420.497,0.63333,0.61747,0.92627,0.91846,0.94921,0.98124,0.89003,0.43187,0.51304,0.84074,0.000379573,0.000379573,0.000379573
534,421.244,0.43572,0.53984,0.89792,0.91846,0.94921,0.98124,0.89003,0.43187,0.51304,0.84074,0.000378198,0.000378198,0.000378198
535,422.041,0.51749,0.55995,0.88264,0.91846,0.94921,0.98124,0.89003,0.43187,0.51304,0.84074,0.000376823,0.000376823,0.000376823
536,422.804,0.46567,0.54597,0.86037,0.92491,0.9342,0.98206,0.88751,0.43034,0.51152,0.84264,0.000375449,0.000375449,0.000375449
537,423.562,0.56535,0.61094,0.94146,0.92491,0.9342,0.98206,0.88751,0.43034,0.51152,0.84264,0.000374074,0.000374074,0.000374074
538,424.333,0.51396,0.56003,0.89192,0.92491,0.9342,0.98206,0.88751,0.43034,0.51152,0.84264,0.000372699,0.000372699,0.000372699
539,425.093,0.48893,0.53501,0.83793,0.92491,0.9342,0.98206,0.88751,0.43034,0.51152,0.84264,0.000371324,0.000371324,0.000371324
540,425.869,0.49709,0.54982,0.86339,0.92234,0.95179,0.98245,0.88784,0.43689,0.51073,0.84616,0.000369949,0.000369949,0.000369949
541,426.659,0.55288,0.57861,0.88575,0.92234,0.95179,0.98245,0.88784,0.43689,0.51073,0.84616,0.000368574,0.000368574,0.000368574
542,427.413,0.47407,0.55231,0.90074,0.92234,0.95179,0.98245,0.88784,0.43689,0.51073,0.84616,0.000367199,0.000367199,0.000367199
543,428.18,0.62256,0.61434,0.9115,0.92234,0.95179,0.98245,0.88784,0.43689,0.51073,0.84616,0.000365825,0.000365825,0.000365825
544,428.954,0.52195,0.53199,0.86357,0.97328,0.91321,0.98215,0.88914,0.43877,0.50321,0.84751,0.00036445,0.00036445,0.00036445
545,429.717,0.5865,0.56076,0.88142,0.97328,0.91321,0.98215,0.88914,0.43877,0.50321,0.84751,0.000363075,0.000363075,0.000363075
546,430.477,0.47349,0.54038,0.90278,0.97328,0.91321,0.98215,0.88914,0.43877,0.50321,0.84751,0.0003617,0.0003617,0.0003617
547,431.23,0.51525,0.54922,0.85526,0.97328,0.91321,0.98215,0.88914,0.43877,0.50321,0.84751,0.000360325,0.000360325,0.000360325
548,431.991,0.47721,0.52812,0.87006,0.945,0.92884,0.98375,0.8952,0.42672,0.4932,0.84477,0.00035895,0.00035895,0.00035895
549,432.763,0.45156,0.54263,0.87765,0.945,0.92884,0.98375,0.8952,0.42672,0.4932,0.84477,0.000357575,0.000357575,0.000357575
550,433.54,0.49116,0.51421,0.86201,0.945,0.92884,0.98375,0.8952,0.42672,0.4932,0.84477,0.0003562,0.0003562,0.0003562
551,434.306,0.45344,0.49258,0.88354,0.945,0.92884,0.98375,0.8952,0.42672,0.4932,0.84477,0.000354826,0.000354826,0.000354826
552,435.11,0.56095,0.58369,0.88253,0.90995,0.95468,0.9802,0.89289,0.41532,0.48815,0.84181,0.000353451,0.000353451,0.000353451
553,435.856,0.46591,0.51622,0.85945,0.90995,0.95468,0.9802,0.89289,0.41532,0.48815,0.84181,0.000352076,0.000352076,0.000352076
554,436.782,0.51174,0.53402,0.86699,0.90995,0.95468,0.9802,0.89289,0.41532,0.48815,0.84181,0.000350701,0.000350701,0.000350701
555,437.541,0.49132,0.55919,0.89464,0.90995,0.95468,0.9802,0.89289,0.41532,0.48815,0.84181,0.000349326,0.000349326,0.000349326
556,438.329,0.5059,0.53274,0.86276,0.91358,0.9539,0.98193,0.88843,0.41905,0.48771,0.84181,0.000347951,0.000347951,0.000347951
557,439.096,0.45114,0.494,0.8656,0.91358,0.9539,0.98193,0.88843,0.41905,0.48771,0.84181,0.000346576,0.000346576,0.000346576
558,439.856,0.46122,0.5053,0.8962,0.91358,0.9539,0.98193,0.88843,0.41905,0.48771,0.84181,0.000345202,0.000345202,0.000345202
